ids, location, text
472119021,"Brooklyn, NY","rt @pgourevitch: i care as much about babies at the border as i do about babies in the womb, said tess clarke... confessing that she was"
14864105,"Washington, DC",rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
2883695266,"Florida, USA",i choose @  cruz   for #txsen because hes good for texas energy and because @ beto   beto   wants me to pay 24 more ce https://t.co/2seomirzjs
7.98E+17,,"rt @toddgillman: update: @  cruz   has declined cnn's invite for a live town hall, per cnn. @ beto   beto  's will be from mcallen oct. 18, wit"
18965007,"Minnesota, USA","rt @pgourevitch: i care as much about babies at the border as i do about babies in the womb, said tess clarke... confessing that she was"
1912663015,,rt @rawstory:  cruz   cruz  chickens out of cnn town hall with  beto    beto    wholl appear on his own https://t.co/symuhwsp2j
9.94E+17,"California, USA",rt @elizabethjdias: 'i care as much about babies at the border as i do about babies in the womb.' some white evangelical women are breaking
2837188333,"Abbotsford, British Columbia","rt @pgourevitch: i care as much about babies at the border as i do about babies in the womb, said tess clarke... confessing that she was"
2153601294,United States,rt @reidepstein: six of the 20 lowest-turnout house districts in 2016 were in texas. all are majority minority. one is  beto 's! big task to
357292724,SF Bay Area,rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
1219430186,"Not Dallas, Texas, USA",rt @markyoungtruth: foreign meddling?  beto    beto   bus cruz  taking contributions from out of country: https://t.co/tdqcb5pqmi
185424465,United States of Smash,rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
7.76E+17,,rt @  cruz  : my opponent has a troubling record of voting against texas energy interests: https://t.co/88ma2ny9qs #txsen
7.76E+17,,i choose @  cruz   for #txsen because hes good for texas energy and because @ beto   beto   wants me to pay 24 more ce https://t.co/vcwddovpps
35302556,"Virginia, USA",rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
9.94E+17,"California, USA","rt @nunez_anna: #evangelical women described # beto    beto   as providing a stark moral contrast to trump, whose policies &amp; behavior they se"
100678690,"Mississippi, USA","rt @nunez_anna: #evangelical women described # beto    beto   as providing a stark moral contrast to trump, whose policies &amp; behavior they se"
15047886,USA,"rt @realjameswoods: all the more reason to vote. crush  beto , unless you want more sheldon whitehouses and cory bookers.   #  cruz   #voter"
35326272,Houston Tx,"rt @pgourevitch: i care as much about babies at the border as i do about babies in the womb, said tess clarke... confessing that she was"
7.98E+17,,"rt @lady_star_gem: "" cruz   cruz  chickens out of cnn town hall with @ beto   beto   wholl appear on his own.""

dios mio, mang, it's like "" cruz "" ra"
100678690,"Mississippi, USA",rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
15694863,"Brooklyn, NY","rt @pgourevitch: i care as much about babies at the border as i do about babies in the womb, said tess clarke... confessing that she was"
4028513232,United States,rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
9.94E+17,"California, USA",rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
1.04E+18,"Texas, USA",rt @markyoungtruth: foreign meddling?  beto    beto   bus cruz  taking contributions from out of country: https://t.co/tdqcb5pqmi
69929485,everywhere,rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
9.70E+17,21|they/them|lesbian,"rt @nunez_anna: #evangelical women described # beto    beto   as providing a stark moral contrast to trump, whose policies &amp; behavior they se"
340441440,,"i care as much about babies at the border as i do about babies in the womb, said tess clarke... confessing that s https://t.co/tobaqxfvhe"
1056552554,,rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
9.38E+17,"Eugene, OR","rt @nunez_anna: #evangelical women described # beto    beto   as providing a stark moral contrast to trump, whose policies &amp; behavior they se"
261320523,"west palm beach, FL",rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
104281273,"Ohio, USA","rt @nunez_anna: #evangelical women described # beto    beto   as providing a stark moral contrast to trump, whose policies &amp; behavior they se"
1.01E+18,"Edmonton, Canada","rt @joefaz: sen.  cruz   cruz  (r-tx) has pulled out of planned televised debate with his democratic challenger  beto   beto  

 cruz   cruz  just ha"
4273886297,Sadly still california,rt @markyoungtruth: foreign meddling?  beto    beto   bus cruz  taking contributions from out of country: https://t.co/tdqcb5pqmi
18487837,"West Palm Beach, FL",rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
634676291,,rt @rawstory:  cruz   cruz  chickens out of cnn town hall with  beto    beto    wholl appear on his own https://t.co/symuhwsp2j
7.96E+17,"Michigan, USA",rt @dawg_lb: vote to re-elect senator  cruz   cruz  texas u.s. senate 2018 keeping texas 'red' and @sen  cruz   continuing his hard and important
1902806772,A step inside your mind,rt @markyoungtruth: foreign meddling?  beto    beto   bus cruz  taking contributions from out of country: https://t.co/tdqcb5pqmi
242930943,Pacific Northwest native, beto    beto   may benefit from an unlikely support group: white evangelical women https://t.co/7j6i1xnmcm
1566650000,"Chicago, IL, USA",rt @rawstory:  cruz   cruz  chickens out of cnn town hall with  beto    beto    wholl appear on his own https://t.co/symuhwsp2j
24134004,,"rt @elizabethjdias: @ beto   beto   is doing strategic, if limi cruz , outreach to white evangelicals, especially women. he will be on @jenhatmak"
1566680442,"Florida, USA",rt @johnddavidson: this is the kind of story the ny times runs when its reporter finds four evangelical women in dallas who are voting for
634222021,"Los Angeles, CA",rt @rawstory:  cruz   cruz  chickens out of cnn town hall with  beto    beto    wholl appear on his own https://t.co/symuhwsp2j
402676038,New York,rt @joshuahol: this nyt profile of white evangelical  beto  supporters is a refreshing break from the usual trumpers-in-coal-country-still-lo
307236949,"San Francisco, CA",rt @rawstory:  cruz   cruz  chickens out of cnn town hall with  beto    beto    wholl appear on his own https://t.co/symuhwsp2j
979519322,"Corsicana, TX",rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
7.76E+17,,rt @markyoungtruth: foreign meddling?  beto    beto   bus cruz  taking contributions from out of country: https://t.co/tdqcb5pqmi
402676038,New York,rt @elizabethjdias: evangelical? in texas? jump in on the comments section here to share your thoughts --&gt; https://t.co/wxduuvtieu
337078223,"Jacksonville, IL",rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
24134004,,"rt @nunez_anna: #evangelical women described # beto    beto   as providing a stark moral contrast to trump, whose policies &amp; behavior they se"
7.43E+17,"Walla Walla, WA",rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
9.38E+17,,"rt @annabd20: trump economic policies are winning:  cruz   cruz  told fox business. our economy is booming, he added, noting that the u.s. rec"
3248410062,home,"rt @thenationsrage: .@ beto   beto   launched what he called the largest get-out-the-vote campaign in history, w/plans to contact 5.5 million"
24134004,,"rt @ushasahay: interesting: ""ms. mooney and her friends may represent an under-the-radar web of white, evangelical women in texas whose vot"
24134004,,rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
402676038,New York,"rt @elizabethjdias: @ beto   beto   is doing strategic, if limi cruz , outreach to white evangelicals, especially women. he will be on @jenhatmak"
7.69E+17,Canada,rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
9.99E+17,"Ventura, CA","rt @realjameswoods: all the more reason to vote. crush  beto , unless you want more sheldon whitehouses and cory bookers.   #  cruz   #voter"
416846259,,rt @elizabethjdias: 'i care as much about babies at the border as i do about babies in the womb.' some white evangelical women are breaking
1.01E+18,,rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
17569440,"Victoria, BC, Canada","rt @pajjr2016:  cruz   cruz  chickens out of cnn town hall with  beto    beto   -- wholl appear on his own https://t.co/iei1xmzmco

bok bok bok c"
403992815,"Austin, TX",rt @markyoungtruth: foreign meddling?  beto    beto   bus cruz  taking contributions from out of country: https://t.co/tdqcb5pqmi
1.03E+18,,i choose @  cruz   for #txsen because hes good for texas energy and because @ beto   beto   wants me to pay 24 more ce https://t.co/fkwixhwuyz
2191516176,Don't Mess With Texas,"rt @sixthgentexan:  beto   beto ...contradic cruz  police reports friday by denying he tried to flee the scene of a 1998 drunken car crash."""
1.03E+18,,rt @  cruz  : i want to empower texas energy producers to create jobs and prosperity. my opponent wants you to pay 24 more cents per gallon
402676038,New York,"rt @nunez_anna: #evangelical women described # beto    beto   as providing a stark moral contrast to trump, whose policies &amp; behavior they se"
402676038,New York,"rt @ushasahay: interesting: ""ms. mooney and her friends may represent an under-the-radar web of white, evangelical women in texas whose vot"
18062934,in the cloud,rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
402676038,New York,rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
416846259,,"rt @nunez_anna: #evangelical women described # beto    beto   as providing a stark moral contrast to trump, whose policies &amp; behavior they se"
2191516176,Don't Mess With Texas,rt @politolizer:  cruz   cruz  opponent  beto  o'#rourkesays police are 'the new #jimcrow #democraticcandidate #senate beto ... https://t.co/vjbddoa
7.18E+17,,rt @rawstory:  cruz   cruz  chickens out of cnn town hall with  beto    beto    wholl appear on his own https://t.co/symuhwsp2j
1.04E+18,"Oakland, CA",rt @thepoliticsnow:  beto    beto   may benefit from an unlikely support group: white evangelical women https://t.co/vuvt5v7h70 &lt;&lt; info here
1167860090,a galaxy far far away,"rt @wfaa:  cruz   cruz  declines, so challenger  beto    beto   gets an hour on national tv by himself https://t.co/s2vuqn2zig https://t.co/34arg4"
416846259,,"rt @ushasahay: interesting: ""ms. mooney and her friends may represent an under-the-radar web of white, evangelical women in texas whose vot"
8.02E+17,United States,"rt @pajjr2016:  cruz   cruz  chickens out of cnn town hall with  beto    beto   -- wholl appear on his own https://t.co/iei1xmzmco

bok bok bok c"
416846259,,rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
15677179,,rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
523911997,In a Safe Loving Place,rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
144761285,"Cape Cod, MA","rt @nunez_anna: #evangelical women described # beto    beto   as providing a stark moral contrast to trump, whose policies &amp; behavior they se"
160649662,"Dallas, TX",rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
144761285,"Cape Cod, MA",rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
1.04E+18,MUMBAI,rt @  cruz  : my opponent has a troubling record of voting against texas energy interests: https://t.co/88ma2ny9qs #txsen
9.51E+17,United States,rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
625105628,,rt @alanakstewart: foreign meddling?  beto    beto   bus cruz  taking contributions from out of country: https://t.co/lrdhvcrxhm
8.74E+17,"Florida, USA","rt @thenationsrage: .@ beto   beto   launched what he called the largest get-out-the-vote campaign in history, w/plans to contact 5.5 million"
613806320,Greenville SC,rt @  cruz  : i want to empower texas energy producers to create jobs and prosperity. my opponent wants you to pay 24 more cents per gallon
7.17E+17,,rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
9.49E+17,somewhere w logan  ,"rt @wfaa:  cruz   cruz  declines, so challenger  beto    beto   gets an hour on national tv by himself https://t.co/s2vuqn2zig https://t.co/34arg4"
37052297,North Texas,rt @210goptejana: i choose @  cruz   for #txsen because hes good for texas energy and because @ beto   beto   wants me to pay 24 more cents pe
9.56E+17,"Washington, DC",rt @elizabethjdias: 'i care as much about babies at the border as i do about babies in the womb.' some white evangelical women are breaking
353426909,"Raleigh, NC","rt @realjameswoods: all the more reason to vote. crush  beto , unless you want more sheldon whitehouses and cory bookers.   #  cruz   #voter"
7.88E+17,,where are his kids..need to find them &amp; run add like the repug gossar family in az against their brother https://t.co/ghbuchu5nc
441596194,East Texas ,"hahahahahahahahahahaha

""' cruz  declined cnns invitation to participate in the town hall,' a cnn statement no cruz .
s https://t.co/5ng7pdfgwh"
478756643,"Copenhagen suburbs, DK",rt @elizabethjdias: 'i care as much about babies at the border as i do about babies in the womb.' some white evangelical women are breaking
149505458," james | austin, tx",rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
8.90E+17,,rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
1936403509,,evangelical woman 'mortified' by her own gop voting record explains why she's now backing  beto   beto  https://t.co/rdrdi2k42q
459366342,West of heaven north of Hell,"rt @realjameswoods: all the more reason to vote. crush  beto , unless you want more sheldon whitehouses and cory bookers.   #  cruz   #voter"
239212362,"Oregon, U.S.A.",rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
9.61E+17,"Kansas City, MO","rt @getwisdomdude:  cruz   cruz  refuses to face
 beto    beto   for a
cnn town hall debate  

https://t.co/qsbqdqexyx https://t.co/6k3tybs93l"
2287054690,,"rt @getwisdomdude:  cruz   cruz  refuses to face
 beto    beto   for a
cnn town hall debate  

https://t.co/qsbqdqexyx https://t.co/6k3tybs93l"
1607571692,,"rt @nunez_anna: #evangelical women described # beto    beto   as providing a stark moral contrast to trump, whose policies &amp; behavior they se"
985467474,TX,rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
2278274280,,"rt @lady_star_gem: "" cruz   cruz  chickens out of cnn town hall with @ beto   beto   wholl appear on his own.""

dios mio, mang, it's like "" cruz "" ra"
20193785,"California, USA","rt @nunez_anna: #evangelical women described # beto    beto   as providing a stark moral contrast to trump, whose policies &amp; behavior they se"
22062712,,"rt @elizabethjdias: @ beto   beto   is doing strategic, if limi cruz , outreach to white evangelicals, especially women. he will be on @jenhatmak"
1607571692,,rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
9.47E+17,United States,rt @shirapiven:  beto    beto   may benefit from an unlikely support group: white evangelical women - the new york times https://t.co/nhg8jqa
2324061404,,"rt @thenationsrage: .@ beto   beto   launched what he called the largest get-out-the-vote campaign in history, w/plans to contact 5.5 million"
7.92E+17,"California, USA",join me in supporting one nation uni cruz  via @actblue https://t.co/zzgdtdv6mp
28605825,"Texas, USA",i choose @  cruz   for #txsen because hes good for texas energy and because @ beto   beto   wants me to pay 24 more ce https://t.co/emtg35he7l
2184531482,,"rt @elizabethjdias: @ beto   beto   is doing strategic, if limi cruz , outreach to white evangelicals, especially women. he will be on @jenhatmak"
1918187108,htx,rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
7.97E+17,,"""a new sheriff in town""
 https://t.co/ybft7dgpvi"
1138510730, from a little one horse town,"rt @joefaz: sen.  cruz   cruz  (r-tx) has pulled out of planned televised debate with his democratic challenger  beto   beto  

 cruz   cruz  just ha"
8.24E+17,"California, USA", beto    beto   may benefit from an unlikely support group: white evangelical women - the new york times https://t.co/clbwtkm5rl
22062712,,rt @elizabethjdias: 'i care as much about babies at the border as i do about babies in the womb.' some white evangelical women are breaking
2268163640,"Los Angeles, CA","rt @realdonaldrumpf: from #lying cruz  to #wimpy cruz : @  cruz   is running on the slogan ""tough as texas,"" but he's running scared from a #cnn d"
43078558,"Washington, DC","rt @ushasahay: interesting: ""ms. mooney and her friends may represent an under-the-radar web of white, evangelical women in texas whose vot"
26353005,Los Angeles,rt @rawstory: evangelical woman mortified by her own gop voting record explains why shes now backing  beto    beto   https://t.co/6y0ktttl
8.26E+17,,"rt @elizabethjdias: @ beto   beto   is doing strategic, if limi cruz , outreach to white evangelicals, especially women. he will be on @jenhatmak"
950472888,, cruz   cruz  fought to cut my taxes. @ beto   beto   just vo cruz  to raise my taxes. that's why i choose @  cruz   for #txsen https://t.co/yqujxd0chv
8.26E+17,,rt @elizabethjdias: 'i care as much about babies at the border as i do about babies in the womb.' some white evangelical women are breaking
184842367,"Dallas, TX",rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
950591246,,rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
1918460582,purgatory,rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
15181002,Denver,rt @elizabethjdias: evangelical? in texas? jump in on the comments section here to share your thoughts --&gt; https://t.co/wxduuvtieu
2184531482,,"rt @nunez_anna: #evangelical women described # beto    beto   as providing a stark moral contrast to trump, whose policies &amp; behavior they se"
3004014812,,rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
32957044,USA,"rt @thenationsrage: .@ beto   beto   launched what he called the largest get-out-the-vote campaign in history, w/plans to contact 5.5 million"
63510807,United States,rt @mariatweets3: i choose @  cruz   for #txsen because hes good 4 texas energy &amp; because @ beto   beto   wants me to pay 24 more cents per ga
2153601294,United States,"rt @nytimes: to democrats nationwide,  beto   beto 's evangelical supporters sends a signal that there are female, religious voters who are"
39072414,Texan missing the Rockies ,"rt @nunez_anna: #evangelical women described # beto    beto   as providing a stark moral contrast to trump, whose policies &amp; behavior they se"
24056894,"fresno, california",rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
2184531482,,rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
50428849,"South Amboy, NJ",rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
1386156193,"Dallas, TX",rt @elizabethjdias: 'i care as much about babies at the border as i do about babies in the womb.' some white evangelical women are breaking
39072414,Texan missing the Rockies ,rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
461667089,,i choose @  cruz   for #txsen because hes good for texas energy and because @ beto   beto   wants me to pay 24 more ce https://t.co/okwnympjae
2153601294,United States,rt @joshuahol: this nyt profile of white evangelical  beto  supporters is a refreshing break from the usual trumpers-in-coal-country-still-lo
43713650,"Naples, FL","rt @ushasahay: interesting: ""ms. mooney and her friends may represent an under-the-radar web of white, evangelical women in texas whose vot"
18888952,,"iknow we gaven't ben looking at eevangelicals , but, perhaps it' time we do https://t.co/r5frla33a6"
7778772,"Long Beach, CA", cruz   cruz  backs out of cnn town hall debate with  beto    beto    wholl appear on his own https://t.co/uf4rpb5mtt
1.01E+18,,rt @clarajeffery: whether or not  beto  ousts  cruz   cruz  could be decided today: https://t.co/fkeroevh08
69815204,,rt @democraticbear: looks as though sen.  cruz   cruz  (r) tx is getting frightened of debating rep.  beto   beto  (d) tx.  looks as though anot
27605016,Controlled by cult like force,"rt @annabd20: trump economic policies are winning:  cruz   cruz  told fox business. our economy is booming, he added, noting that the u.s. rec"
155104597,"Los Angeles, CA",rt @elizabethjdias: 'i care as much about babies at the border as i do about babies in the womb.' some white evangelical women are breaking
1922075576,,i choose @  cruz   for #txsen because hes good for texas energy and because @ beto   beto   wants me to pay 24 more ce https://t.co/femftw5cdf
2191516176,Don't Mess With Texas,rt @chris_1791: # cruz _ cruz  opponent  beto    beto   says #police are the new #jim_crow https://t.co/xsmfuy8cil via @fdrlst https://t.co/xo10
472468286,,i choose @  cruz   for #txsen because hes good for texas energy and because @ beto   beto   wants me to pay 24 more ce https://t.co/kkmojmlxdy
405111526,Dublin America,rt @johnddavidson: this is the kind of story the ny times runs when its reporter finds four evangelical women in dallas who are voting for
9.37E+17,806,rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
8.80E+17,,rt @  cruz  : my opponent has a troubling record of voting against texas energy interests: https://t.co/88ma2ny9qs #txsen
3195897140,United States ,rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
1.02E+18,"Chicago, IL",rt @markyoungtruth: foreign meddling?  beto    beto   bus cruz  taking contributions from out of country: https://t.co/tdqcb5pqmi
390696780,,rt @rawstory:  cruz   cruz  chickens out of cnn town hall with  beto    beto    wholl appear on his own https://t.co/symuhwsp2j
2284038110,"Rockville, IN","rt @thenationsrage: .@ beto   beto   launched what he called the largest get-out-the-vote campaign in history, w/plans to contact 5.5 million"
25377849,"Dallas, Texas",rt @mrleetx: @carriedfw @ilenej @wfaa why are you all so thrilled? are you exci cruz  for another failed presidential run?  or maybe another 6
459366342,West of heaven north of Hell,rt @rhstowell: i choose @  cruz   for #txsen because hes good for texas energy and because @ beto   beto   wants me to pay 24 more cents per g
8.26E+17,,"rt @nunez_anna: #evangelical women described # beto    beto   as providing a stark moral contrast to trump, whose policies &amp; behavior they se"
316613349,,rt @rawstory:  cruz   cruz  chickens out of cnn town hall with  beto    beto    wholl appear on his own https://t.co/symuhwsp2j
2987562481,,"rt @realjameswoods: all the more reason to vote. crush  beto , unless you want more sheldon whitehouses and cory bookers.   #  cruz   #voter"
8.15E+17,Wild West,rt @alanakstewart: foreign meddling?  beto    beto   bus cruz  taking contributions from out of country: https://t.co/lrdhvcrxhm
7.77E+17,"Hagerstown, MD","rt @joefaz: sen.  cruz   cruz  (r-tx) has pulled out of planned televised debate with his democratic challenger  beto   beto  

 cruz   cruz  just ha"
104983460,Ouchea,"rt @joefaz: sen.  cruz   cruz  (r-tx) has pulled out of planned televised debate with his democratic challenger  beto   beto  

 cruz   cruz  just ha"
196929671,"Baja Mx., Sao Paulo, Brazil",rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
94240934,"Texas, USA",rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
7.76E+17,Southern California,"rt @joefaz: sen.  cruz   cruz  (r-tx) has pulled out of planned televised debate with his democratic challenger  beto   beto  

 cruz   cruz  just ha"
18414066,The Angels,@doggintrump @ beto   beto   i bet  cruz s internal polling has him winning too so he feels like he doesnt have to deb https://t.co/rfse4oxunx
500412218,TX,rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
862015052,,"rt @pajjr2016:  cruz   cruz  chickens out of cnn town hall with  beto    beto   -- wholl appear on his own https://t.co/iei1xmzmco

bok bok bok c"
2484693110,"Michigan, USA",rt @elizabethjdias: evangelical? in texas? jump in on the comments section here to share your thoughts --&gt; https://t.co/wxduuvtieu
7.06E+17,"FORGOTTEN MAN, GOD BLESS YOU",rt @  cruz  : my opponent has a troubling record of voting against texas energy interests: https://t.co/88ma2ny9qs #txsen
521903585,HOU,rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
1.03E+18,"Ankara, Trkiye","rt @reuters: 'it's extraordinary': in texas senate race, democrat  beto   beto  looks to make history https://t.co/eewjeifckk via @reuterst"
2608805050,"Mother (!) Earth, Democracy, P",rt @elizabethjdias: 'i care as much about babies at the border as i do about babies in the womb.' some white evangelical women are breaking
60003258,"4156'53N, 8739'20.4W","rt @elizabethjdias: in a tossup senate race, even a small shift of support to @ beto   beto   could be a significant loss for @  cruz  , who ha"
60003258,"4156'53N, 8739'20.4W","rt @elizabethjdias: @ beto   beto   is doing strategic, if limi cruz , outreach to white evangelicals, especially women. he will be on @jenhatmak"
60003258,"4156'53N, 8739'20.4W",rt @elizabethjdias: 'i care as much about babies at the border as i do about babies in the womb.' some white evangelical women are breaking
2484693110,"Michigan, USA","rt @elizabethjdias: in a tossup senate race, even a small shift of support to @ beto   beto   could be a significant loss for @  cruz  , who ha"
2484693110,"Michigan, USA","rt @elizabethjdias: @ beto   beto   is doing strategic, if limi cruz , outreach to white evangelicals, especially women. he will be on @jenhatmak"
8.23E+17,"Austin, TX",rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
8.23E+17,"Austin, TX","rt @nunez_anna: #evangelical women described # beto    beto   as providing a stark moral contrast to trump, whose policies &amp; behavior they se"
3132934262,"Florida, USA",rt @viralnewsusa: hollywood actor kendrick sampson makes hateful anti-white comments at  beto    beto   rally https://t.co/hbfs2e4ppd https:/
4905675219,,i choose @  cruz   for #txsen because hes good for texas energy and because @ beto   beto   wants me to pay 24 more ce https://t.co/0okc6nqqol
166737633,,"rt @pinkk9lover: wheres the senate judiciary committe , @senfeinstein @senschumer  where are the celebrity #liberals &amp; pink hats demanding"
60003258,"4156'53N, 8739'20.4W","rt @nunez_anna: #evangelical women described # beto    beto   as providing a stark moral contrast to trump, whose policies &amp; behavior they se"
7.63E+17,"Seattle, WA","rt @joefaz: sen.  cruz   cruz  (r-tx) has pulled out of planned televised debate with his democratic challenger  beto   beto  

 cruz   cruz  just ha"
67828536,USA-Colorado,rt @markyoungtruth: foreign meddling?  beto    beto   bus cruz  taking contributions from out of country: https://t.co/tdqcb5pqmi
2484693110,"Michigan, USA",rt @johnddavidson: this is the kind of story the ny times runs when its reporter finds four evangelical women in dallas who are voting for
7.98E+17,United States,rt @alanakstewart: foreign meddling?  beto    beto   bus cruz  taking contributions from out of country: https://t.co/lrdhvcrxhm
21458110,,rt @democraticbear: looks as though sen.  cruz   cruz  (r) tx is getting frightened of debating rep.  beto   beto  (d) tx.  looks as though anot
324983788,boston mass,rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
1146769298,,"rt @realjameswoods: all the more reason to vote. crush  beto , unless you want more sheldon whitehouses and cory bookers.   #  cruz   #voter"
33788890,"Missouri, USA",rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
3132934262,"Florida, USA",rt @trinammeadows2: i choose @  cruz   for #txsen because hes good for texas energy and because @ beto   beto   wants me to pay 24 more cents
16963034,"Sherman, TX","rt @thetxembassy: true to form #democratsaredangerous
https://t.co/7at4lzgl7s
vo cruz  for $10.00 tax per barrel of oil,
highlighting  o'rour"
21785735,"San Diego, CA","rt @lady_star_gem: "" cruz   cruz  chickens out of cnn town hall with @ beto   beto   wholl appear on his own.""

dios mio, mang, it's like "" cruz "" ra"
28681967,"jupiter, the city, not planet","rt @realdonaldrumpf: from #lying cruz  to #wimpy cruz : @  cruz   is running on the slogan ""tough as texas,"" but he's running scared from a #cnn d"
7.39E+17,"Amarillo, TX",rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
307059647,"Texas, USA","rt @thenationsrage: .@ beto   beto   launched what he called the largest get-out-the-vote campaign in history, w/plans to contact 5.5 million"
2484693110,"Michigan, USA","rt @nunez_anna: #evangelical women described # beto    beto   as providing a stark moral contrast to trump, whose policies &amp; behavior they se"
2484693110,"Michigan, USA","rt @ushasahay: interesting: ""ms. mooney and her friends may represent an under-the-radar web of white, evangelical women in texas whose vot"
147416732,"Overland Park, KS","rt @kirstenpowers: the women, are all in their 30s, described mr.   beto   as providing a stark moral contrast to mr. trump, whose policie"
2484693110,"Michigan, USA",rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
57982302,"Bermuda Dunes, CA",rt @  cruz  : my opponent has a troubling record of voting against texas energy interests: https://t.co/88ma2ny9qs #txsen
228860563,The High Desert,rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
17468666,United States,"rt @realjameswoods: all the more reason to vote. crush  beto , unless you want more sheldon whitehouses and cory bookers.   #  cruz   #voter"
57982302,"Bermuda Dunes, CA",i choose @  cruz   for #txsen because hes good for texas energy and because @ beto   beto   wants me to pay 24 more ce https://t.co/ndstsnpxas
2317517930,Beautiful SO CA,rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
14556182,"Michigan, USA",rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
16934768,"Pembroke, NC",rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
7.96E+17,"Yuma, AZ",rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
