 screen_name, location, text
UnaProf,"Newark, New Jersey","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
FLKeysGirlLT,"San Jose, CA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Idc421,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
klowitz,"Oakland, CA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
PamRollins,United States,"RT @BetoORourke: ""About 1,750 area residents filled much of the Rudder Auditorium on the Texas A&amp;M campus on Friday to listen to U.S. Senat"
torpellina,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
sportsbear3651,"Wiscon, FL","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Angie64638649,"Indian Harbour Beach, FL","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
leanstopper,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
adrianahen26,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
ORDiane,Northeastern Oregon,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
ariel12medina,"Denton, TX","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
DougSides,,RT @dawg_lb: 'Vote Senator TED CRUZ to return to the U.S. Senate Texas Nov. 2018 to keep RED and Senator Cruz continue his important for th
TracySurprenant,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
statuskay,"Portland, OR","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
queenfancygirl,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
ryan_gerberding,"Davis, CA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
SandyLevesqueFL,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
kghultquist,"Seattle, WA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
frigganfrankie,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
leeleeb50,"South Carolina, USA","RT @BetoORourke: ""About 1,750 area residents filled much of the Rudder Auditorium on the Texas A&amp;M campus on Friday to listen to U.S. Senat"
tomasmagromalo,"Dallas, TX","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
kaibwind,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
AmandaScrooge,Seattle,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
danxiiouss,"Indiana, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
samanthapedlow,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
hanoiXan,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Lunabell23,Louisiana,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
saraaahebt,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
KendallGardner,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
shhoiseth,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
thehund,"Santa Clarita, CA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
KathyAstromoff,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
thetheresac,Montreal and Beyond,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
SudinB1,"East Lansing, MI","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
logsphil,"Greensboro, NC","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
RhondaHurley2,USA,RT @VetWithACause: @Ten4Cruz @tedcruz @SenTedCruz @RubyRockstar333 @pricklypear12 @jstines3 @SonofLiberty357 @david_d1421 @thenationsrage @
running2_cj,"Seattle, WA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
JotallyWalksome,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
pamela_pmlpatt,Texas,RT @Sgroberts121657: Lets not get complacent and win this on November 6th. #CruzCrew #KeepTexasRed https://t.co/27A1cGlwNS
MyFriendGwen,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
HOLYSPEAR1T,st. louis,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
CraigWaring1,,"RT @Alyssa_Milano: 5. TEXAS SENATE ELECTION
Vote For @BetoORourke 
DONATE: https://t.co/WcP2YmTWr4

#KavanaughKarma"
teeboneshuffle,the dull edge of the blade,RT @IkeReilly: If a white cop can get convicted in Chicago of gunning down a black teenager then Beto O'Rourke has a chance to win the sena
AJStoughton,"New York, NY","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
don_schaumburg,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
crhousel,"California, USA","RT @BetoORourke: ""About 1,750 area residents filled much of the Rudder Auditorium on the Texas A&amp;M campus on Friday to listen to U.S. Senat"
johnhotujec,"Kansas City, MO","RT @CBSNews: Senate races: GOP up in Texas, Tennessee; Dems up in Arizona, New Jersey  CBS News poll https://t.co/QhzKWaNRSY https://t.co/"
HANDBOILER420,USA,"RT @RealMAGASteve: FOREIGN MEDDLING: Beto ORourke busted taking contributions from out of country

Foreign nationals are meddling in U.S."
hoopdude65,Pac NW,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
segundo_fauzy,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
pamelarwalker,"St. Louis, Mo.","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
jjj5819,Worcester  MA,"RT @kazweida: (12) Here is a general consensus on key state senate races. 

Tossup: Wisconsin
Lean Republican: Florida, Michigan, Pennsylva"
mel_is_a_texan,,"RT @RealMAGASteve: FOREIGN MEDDLING: Beto ORourke busted taking contributions from out of country

Foreign nationals are meddling in U.S."
haydn_webley,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
DelfinaValdez8,Texas USA,"RT @BetoORourke: ""About 1,750 area residents filled much of the Rudder Auditorium on the Texas A&amp;M campus on Friday to listen to U.S. Senat"
karelass,"Spokane, WA","RT @HangManRoyBean: Help us flip the U.S. Senate 

*Candidates we must focus on:

Beto O'Rourke, Texas Jacky Rosen, Nevada
Kyrsten Sinema,"
michaelbloombe6,"New York, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Music_IntheDark,New York,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
nutusf,louisville kentucky,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
redLightNO,"New Orleans, LA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
KimDay71,"North Wales, PA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Hnrigdon,Atlanta,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
AlissaAckerman,"Fullerton, CA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
BlueWarrior7782,NY,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
jboyd_DC,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
chandraashford,"portland, or","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
tomlenk,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
RosaliaLeBron1,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
electronicmarc,"D/FW, Texas","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
MadiNiemeyer,the house at swamp bottom,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
jwcarlyle7281,"Toledo, OH","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
bornnusa,texas,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
jymbo916,jymbo916@aol.com,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
winnietitch,"North Carolina, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
JamieRJN,TEXAS,RT @NickRiccardi: Another poll showing Rs up big in Tennessee and Texas senate races https://t.co/c0Bu14UHh4
ldylna80,"Sikeston, MO","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
StinkeeCheese,"Bloomingdale, IL","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
smgaddis,"Los Angeles, CA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
UrsusMaritimu53,Somewhere ,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
mapelthorpee,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Chimaera000,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
megspeck,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
jjj5819,Worcester  MA,"RT @CBSNews: Senate races: GOP up in Texas, Tennessee; Dems up in Arizona, New Jersey  CBS News poll https://t.co/QhzKWaNRSY https://t.co/"
scoobiedubiedoo,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Rosefog,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
t_miranda17,"New York, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
cj_dugas,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
gruey_s,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
mikeharvkey,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
EarthEuropa,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
alljustchance,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
rubin_amy,"Boston, MA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
tillie_bath,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
justshootmy,Caltrain,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
awonder20,Connecticut,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Edwina10986510,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
LudwigEllen,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
hopedowdlist,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
poshee_,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Drebaby29,"Charleston, SC","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
aredotjaydot,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Michela_Smith,"New York, NY","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
sydford5,Gaffney  Columbia  ATL,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
SamuelWang2018,"Georgia, USA","RT @CBSNews: Senate races: GOP up in Texas, Tennessee; Dems up in Arizona, New Jersey  CBS News poll https://t.co/QhzKWaNRSY https://t.co/"
TinaMcManus,"Massachusetts, Beverly","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
lawrencebj,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
echnolon,Berlin,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
No2Trump1,"Indiana, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
mads5cientist,"Connecticut, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
1976Bullet,"Andalusia, Spain","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
heyleslieb,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
shamaythomas,"Tacoma, WA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
brettaboyles,"Aurora, CO","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
DianaV500,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
brandonhudson90,STL/NYC/LA,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
dari_SaysHi,FortWorth Texas ,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
GinartLou,"Oregon, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Burnsandkristy,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Volrath68,"Houston, TX","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
rforringer,"A2, MI","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
TWright_LA,Los Angeles,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
valkyrie2112,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
NJColorado,tellmehowlongtillwewakeup  ,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
CuriouslyStrong,"Here, Queer","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Sobe_WanKenobi,New York Fucking City,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
BeenElaine,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Sinfullywitty,"West Hollywood, CA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
tfraiseo,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
DawnMurataLaw,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Rapscallianna,,"RT @JessForevrYoung: Two young black girls doing their bit by campaigning for Texas Democratic Senate candidate Beto ORourke, along with t"
KattPage,Central Texas,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
VickiCowart,"Denver, CO","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
tortilla_chipps,"New York, NY","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
PinkOption9,"Lebanon, TN",RT @NashvilleTea: New CBS poll shows Marsha Blackburn up 8%https://t.co/UehJJo1Val https://t.co/7UjJV99F7j
TigerWieseJones,,"RT @BetoORourke: ""About 1,750 area residents filled much of the Rudder Auditorium on the Texas A&amp;M campus on Friday to listen to U.S. Senat"
SueBMcD,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Gert001badger,NYC,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
shotgun314159,,"RT @JessForevrYoung: Two young black girls doing their bit by campaigning for Texas Democratic Senate candidate Beto ORourke, along with t"
KatyVaux36,,RT @tedcruz: ICYMI: A clip of my interview with Sean Hannity last night where I talk about the stakes of today's vote to #ConfirmKavanaugh
AmaliaGladhart,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
LiberallyJan,"Albuquerque, NM","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
VHBigSlickAAA1,"California, USA","RT @StatesPoll: United States Senate election in Texas, 2018
Cruz(Rep) vs O'Rourke (Dem). CBS News/YouGov 10/2-10/5
My Analysis Post: https"
barmitag,Seattle,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
ImMorganic,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Gale21515368,,"RT @KevinBooker212: If Democrats lose North Dakota which looks like they will, it would mean that they'd have to hold every other one of th"
Zunizun10,NYC,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
aimeenmolloy,"Brooklyn, NY","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
dysgraphist,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
jakesowner125,"California, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
mickeyleuen,"Highlands Ranch, CO","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
rainamagdalena,htx,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Brigigirl,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
jocelyn528,"Tampa, FL","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Grayhawker,,"RT @RealMAGASteve: FOREIGN MEDDLING: Beto ORourke busted taking contributions from out of country

Foreign nationals are meddling in U.S."
Ddoncaster1,,"RT @KevinBooker212: If Democrats lose North Dakota which looks like they will, it would mean that they'd have to hold every other one of th"
RosemaryMurro,,"RT @emolumentalass: @Greg_Palast Thank you, Mr Palast. Any suspicious election activity in Texas? Asking for a rising star Senate candidate"
seanyodarouse,"Berkeley, CA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
alyssa_peyton14,"Tampa, FL/Houston, TX","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
authorofmystery,"Orange County, CA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
samsmallx2,"Topanga, CA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
FuriosaSK,United States,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
tnhotlips,"Tennessee, USA",RT @NickRiccardi: Another poll showing Rs up big in Tennessee and Texas senate races https://t.co/c0Bu14UHh4
lboyd3401,"Memphis, TN","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
stormcloude,Arizona,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
vigtor4,USA via twitter,"RT @HangManRoyBean: Help us flip the U.S. Senate 

*Candidates we must focus on:

Beto O'Rourke, Texas Jacky Rosen, Nevada
Kyrsten Sinema,"
LaurenSarner,New York,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
juliandrewss,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
chesterfaulknor,,"RT @Alyssa_Milano: 5. TEXAS SENATE ELECTION
Vote For @BetoORourke 
DONATE: https://t.co/WcP2YmTWr4

#KavanaughKarma"
EricRokke214,"Monument, CO",RT @Peoples_Pundit: Yet another poll showing @SenTedCruz and @MarshaBlackburn at that critical 50-percent threshold. Not counting Kavanaugh
DiscustedRick,United States,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
STGhee,"Chicago, IL","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
