ids,ids,text
351649757,351649757,"the bay rt @ushasahay: interesting: ""ms. mooney and her friends may represent an under-the-radar web of white, evangelical women in texas whose vot"
9.80E+17,9.80E+17,border hopping rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
351649757,351649757,the bay rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
8.03E+17,8.03E+17, rt @elizabethjdias: 'i care as much about babies at the border as i do about babies in the womb.' some white evangelical women are breaking
9.06E+17,9.06E+17,"florida, usa  rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime"
8.03E+17,8.03E+17," rt @nunez_anna: #evangelical women described # beto    beto   as providing a stark moral contrast to trump, whose policies &amp; behavior they se"
199940227,199940227,"milwaukee rt @theplumlinegs: this is an interesting glimpse into the mindset of a white evangelical christian man, in a piece about evangelical women"
9.24E+17,9.24E+17," rt @annabd20: trump economic policies are winning:  cruz   cruz  told fox business. our economy is booming, he added, noting that the u.s. rec"
893790805,893790805,"bi-coastal, why not? rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime"
3088062733,3088062733, rt @rawstory: evangelical woman mortified by her own gop voting record explains why shes now backing  beto    beto   https://t.co/6y0ktttl
9.67E+17,9.67E+17,"tulsa, ok thank god https://t.co/xarbloe67v"
7.55E+17,7.55E+17,elkridge. md i choose @  cruz   for #txsen because hes good for texas energy and because @ beto   beto   wants me to pay 24 more ce https://t.co/o24s2z19vu
832397984,832397984, rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
120602581,120602581, rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
22208298,22208298,"glassboro, new jersey rt @nunez_anna: #evangelical women described # beto    beto   as providing a stark moral contrast to trump, whose policies &amp; behavior they se"
2906517367,2906517367," bigcity  , tx rt @nunez_anna: #evangelical women described # beto    beto   as providing a stark moral contrast to trump, whose policies &amp; behavior they se"
2800369807,2800369807,"illinois, usa rt @theplumlinegs: this is an interesting glimpse into the mindset of a white evangelical christian man, in a piece about evangelical women"
8.26E+17,8.26E+17,"back in the usa rt @realdonaldrumpf: from #lying cruz  to #wimpy cruz : @  cruz   is running on the slogan ""tough as texas,"" but he's running scared from a #cnn d"
22208298,22208298,"glassboro, new jersey rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime"
15989473,15989473, rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
38521282,38521282,southeastern usa i choose @  cruz   for #txsen because hes good for texas energy and because @ beto   beto   wants me to pay 24 more ce https://t.co/tilpk7rlmo
16868321,16868321,"hendersonville, nc rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime"
12710342,12710342,"chicago area rt @janetmefferd: nyt locates 5 liberal churchgoing women in dallas (village church, maybe?) and says this find ""may"" signal a ""white evang"
9.19E+17,9.19E+17,"santiago, rt @janetmefferd: nyt locates 5 liberal churchgoing women in dallas (village church, maybe?) and says this find ""may"" signal a ""white evang"
864516210,864516210, rt @jim_peoples_: hollywood actor kendrick sampson makes hateful anti-white comments at  beto   beto  rally https://t.co/vo1oee3ank via @ga
22020547,22020547,"berlin, germany really appreciate these fellow texas women planning to vote based on range of issues and protecting all humans, rat https://t.co/rromwsadfa"
2201288194,2201288194," rt @nunez_anna: #evangelical women described # beto    beto   as providing a stark moral contrast to trump, whose policies &amp; behavior they se"
2201288194,2201288194, rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
132494879,132494879, finally!  evangelicals waking up. https://t.co/16xsx9jqt6
58869220,58869220, hollywood actor kendrick sampson makes hateful anti-white comments at  beto   beto  rally https://t.co/vo1oee3ank via @gatewaypundit
367340077,367340077,"new bedford, ma rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime"
1888341020,1888341020,30 beautiful acres rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
110014280,110014280,"out there rt @theplumlinegs: this is an interesting glimpse into the mindset of a white evangelical christian man, in a piece about evangelical women"
15731216,15731216,"naples, fl i choose @  cruz   for #txsen because hes good for texas energy and because @ beto   beto   wants me to pay 24 more ce https://t.co/szs68n3cth"
1904823103,1904823103,"united states rt @janetmefferd: nyt locates 5 liberal churchgoing women in dallas (village church, maybe?) and says this find ""may"" signal a ""white evang"
4837300329,4837300329,"madrid, spain rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime"
402167290,402167290,"nashville, tn rt @markyoungtruth: foreign meddling?  beto    beto   bus cruz  taking contributions from out of country: https://t.co/tdqcb5pqmi"
14246644,14246644,"massachusetts, usa rt @theplumlinegs: this is an interesting glimpse into the mindset of a white evangelical christian man, in a piece about evangelical women"
823541330,823541330," bigcity   texas rt @joefaz: sen.  cruz   cruz  (r-tx) has pulled out of planned televised debate with his democratic challenger  beto   beto  

 cruz   cruz  just ha"
39401802,39401802,"seattle, wa rt @vivian: weve been asleep. now, weve woke up. @nytimes  https://t.co/bmgrbrloxo"
2845623906,2845623906,"alabama, usa rt @  cruz  : i want to empower texas energy producers to create jobs and prosperity. my opponent wants you to pay 24 more cents per gallon"
121843410,121843410,near heaven rt @harveyjkaye:  beto    beto  s unlikely allies: white evangelical women   via @nytimes https://t.co/7kuetglp7k
3914466689,3914466689,"north of noplace, usa rt @nunez_anna: #evangelical women described # beto    beto   as providing a stark moral contrast to trump, whose policies &amp; behavior they se"
143323267,143323267,"charlotte, nc rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime"
8.70E+17,8.70E+17,"rhode island, usa i choose @  cruz   for #txsen because hes good for texas energy and because @ beto   beto   wants me to pay 24 more ce https://t.co/cn5idmehpm"
122112815,122112815," bigcity  , texas rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime"
298608719,298608719,"#atx's rich people's library.  rt @annabd20: trump economic policies are winning:  cruz   cruz  told fox business. our economy is booming, he added, noting that the u.s. rec"
2531172553,2531172553, rt @johnddavidson: this is the kind of story the ny times runs when its reporter finds four evangelical women in dallas who are voting for
427550565,427550565,"united states rt @acupoker: where ever the help may come from, we need # beto fortexas 
 beto    beto   may benefit from an unlikely support group: white eva"
1.04E+18,1.04E+18, ny rt @  cruz  : i want to empower texas energy producers to create jobs and prosperity. my opponent wants you to pay 24 more cents per gallon
1038728899,1038728899," rt @emilyopined: @nytnational this is so heartening to read. i hope you are legion. 

i care as much about babies at the border as i do ab"
532620376,532620376,"washington, dc  rt @texastribune:  beto   beto  says he isn't interes cruz  in an endorsement from obama. https://t.co/tmmkcjvqce"
2212290826,2212290826," rt @theplumlinegs: this is an interesting glimpse into the mindset of a white evangelical christian man, in a piece about evangelical women"
8.26E+17,8.26E+17,"land of the free rt @annabd20: trump economic policies are winning:  cruz   cruz  told fox business. our economy is booming, he added, noting that the u.s. rec"
2298675872,2298675872,"aliamanu, oahu rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime"
7.54E+17,7.54E+17,"hoorn, nederland rt @nunez_anna: #evangelical women described # beto    beto   as providing a stark moral contrast to trump, whose policies &amp; behavior they se"
898921712,898921712," rt @annabd20: trump economic policies are winning:  cruz   cruz  told fox business. our economy is booming, he added, noting that the u.s. rec"
25377285,25377285,america rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
19590631,19590631," bigcity  , tx rt @nunez_anna: #evangelical women described # beto    beto   as providing a stark moral contrast to trump, whose policies &amp; behavior they se"
1038728899,1038728899, rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
415117920,415117920,trump tower hell rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
3383915847,3383915847," rt @theplumlinegs: this is an interesting glimpse into the mindset of a white evangelical christian man, in a piece about evangelical women"
2681848677,2681848677,"minneapolis, minnesota rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime"
8.23E+17,8.23E+17,"texas, usa rt @wilsonwpa:  cruz   cruz s victory over  beto    beto   might be solidified thanks to gops success with kavanaugh, suggests poll #txsen # cruz "
9.00E+17,9.00E+17," rt @thenationsrage: .@ beto   beto   launched what he called the largest get-out-the-vote campaign in history, w/plans to contact 5.5 million"
8.23E+17,8.23E+17,"texas, usa i choose @  cruz   for #txsen because hes good for texas energy and because @ beto   beto   wants me to pay 24 more ce https://t.co/67fxsz0wfj"
7.08E+17,7.08E+17,"texas, usa rt @  cruz  : my opponent has a troubling record of voting against texas energy interests: https://t.co/88ma2ny9qs #txsen"
7.31E+17,7.31E+17,"usa rt @lacerci65: we just missed her ... 
carpetbagging: eva longoria latest hollywood elite to endorse  beto   beto  https://t.co/oisq1ksq"
56346444,56346444,boston & cape cod rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
2984647226,2984647226,mikeflynndefensefund.org i choose @  cruz   for #txsen because hes good for texas energy and because @ beto   beto   wants me to pay 24 more ce https://t.co/3gj48dojvj
316613349,316613349, rt @rawstory: evangelical woman mortified by her own gop voting record explains why shes now backing  beto    beto   https://t.co/6y0ktttl
14604938,14604938," rt @pinkk9lover: wheres the senate judiciary committe , @senfeinstein @senschumer  where are the celebrity #liberals &amp; pink hats demanding"
8.13E+17,8.13E+17," rt @thenationsrage: .@ beto   beto   launched what he called the largest get-out-the-vote campaign in history, w/plans to contact 5.5 million"
232757559,232757559,"colorado rt @nunez_anna: #evangelical women described # beto    beto   as providing a stark moral contrast to trump, whose policies &amp; behavior they se"
341576569,341576569,nagoya rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
9.22E+17,9.22E+17,"massachusetts, usa rt @  cruz  : i want to empower texas energy producers to create jobs and prosperity. my opponent wants you to pay 24 more cents per gallon"
8.17E+17,8.17E+17," rt @annabd20: trump economic policies are winning:  cruz   cruz  told fox business. our economy is booming, he added, noting that the u.s. rec"
1315775232,1315775232,"florida rt @bbwave2018: @goss30goss might appreciate this if you havent seen it.

https://t.co/ov7bhj4h5s"
49243688,49243688,"on a much higher plain rt @pinkk9lover: wheres the senate judiciary committe , @senfeinstein @senschumer  where are the celebrity #liberals &amp; pink hats demanding"
52030572,52030572,"stark county, ohio, usa rt @pinkk9lover: wheres the senate judiciary committe , @senfeinstein @senschumer  where are the celebrity #liberals &amp; pink hats demanding"
460757223,460757223,oregon/arizona rt @  cruz  : my opponent has a troubling record of voting against texas energy interests: https://t.co/88ma2ny9qs #txsen
9.82E+17,9.82E+17,"ontario, canada rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime"
58052610,58052610,"nw rt @pinkk9lover: wheres the senate judiciary committe , @senfeinstein @senschumer  where are the celebrity #liberals &amp; pink hats demanding"
861561900,861561900,"texas, usa rt @realjameswoods: all the more reason to vote. crush  beto , unless you want more sheldon whitehouses and cory bookers.   #  cruz   #voter"
232402717,232402717,"connecticut, usa rt @ushasahay: interesting: ""ms. mooney and her friends may represent an under-the-radar web of white, evangelical women in texas whose vot"
8.06E+17,8.06E+17, rt @  cruz  : my opponent has a troubling record of voting against texas energy interests: https://t.co/88ma2ny9qs #txsen
232402717,232402717,"connecticut, usa rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime"
9.78E+17,9.78E+17,"united states rt @annabd20: trump economic policies are winning:  cruz   cruz  told fox business. our economy is booming, he added, noting that the u.s. rec"
19802846,19802846,"new york rt @nunez_anna: #evangelical women described # beto    beto   as providing a stark moral contrast to trump, whose policies &amp; behavior they se"
1556075358,1556075358,western us/ the drones know carpetbagging: eva longoria latest hollywood elite to endorse  beto    beto   https://t.co/yhpadowaew via @breitbartnews
48534375,48534375, rt @elizabethjdias: 'i care as much about babies at the border as i do about babies in the womb.' some white evangelical women are breaking
1556075358,1556075358,western us/ the drones know unemployed carpetbagging: eva longoria latest hollywood elite to endorse  beto    beto   https://t.co/yhpadowaew via @breitbartnews
8.28E+17,8.28E+17,"north queensland rt @rawstory: so much for ""tough as texas"" 

@  cruz   chickens out of cnn town hall with  beto    beto    wholl appear on his own

https://"
4160712441,4160712441,"chicago paris beijing tokyo rt @lady_star_gem: "" cruz   cruz  chickens out of cnn town hall with @ beto   beto   wholl appear on his own.""

dios mio, mang, it's like "" cruz "" ra"
7.50E+17,7.50E+17,"ohio, usa rt @pinkk9lover: wheres the senate judiciary committe , @senfeinstein @senschumer  where are the celebrity #liberals &amp; pink hats demanding"
2356514928,2356514928,"washington, dc and thereabouts rt @hadleysheley:  beto    beto   may benefit from an unlikely support group: white evangelical women- 

when i look at  cruz  , i think he se"
442067089,442067089," bigcity  , tx rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime"
232757559,232757559,colorado rt @oosal:  cruz   cruz  chickens out of cnn town hall with  beto    beto   -- wholl appear on his own https://t.co/vzylydrwdn
1.04E+18,1.04E+18,"boston, ma rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime"
8.98E+17,8.98E+17,"michigan, usa rt @os4185: hollywood actor kendrick sampson makes hateful anti-white comments at  beto   beto  rally https://t.co/tcf6yftaek via @gatewayp"
2799280143,2799280143, rt @  cruz  : i want to empower texas energy producers to create jobs and prosperity. my opponent wants you to pay 24 more cents per gallon
2967943317,2967943317,...some german shithole... rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
391068552,391068552,somewhere over there... rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
367021773,367021773,"texas hill country  rt @annabd20: trump economic policies are winning:  cruz   cruz  told fox business. our economy is booming, he added, noting that the u.s. rec"
2763527634,2763527634," rt @pajjr2016:  cruz   cruz  chickens out of cnn town hall with  beto    beto   -- wholl appear on his own https://t.co/iei1xmzmco

bok bok bok c"
7.34E+17,7.34E+17,"eastern tennessee, usa rt @realjameswoods: all the more reason to vote. crush  beto , unless you want more sheldon whitehouses and cory bookers.   #  cruz   #voter"
615508173,615508173,"konoha rt @nunez_anna: #evangelical women described # beto    beto   as providing a stark moral contrast to trump, whose policies &amp; behavior they se"
14570525,14570525,nearby shed be an outlier: but im not going to vote on emotion. im going to educate myself on where both candidates st https://t.co/w0cbajchpr
568756692,568756692,andorra / illes balears rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
9.12E+17,9.12E+17," rt @wfaa:  cruz   cruz  declines, so challenger  beto    beto   gets an hour on national tv by himself https://t.co/ynv6ikddzg https://t.co/ervtsk"
3013086839,3013086839," rt @nunez_anna: #evangelical women described # beto    beto   as providing a stark moral contrast to trump, whose policies &amp; behavior they se"
3013086839,3013086839, rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
3957201857,3957201857,"florida, usa rt @markyoungtruth: foreign meddling?  beto    beto   bus cruz  taking contributions from out of country: https://t.co/tdqcb5pqmi"
103661067,103661067," rt @annabd20: trump economic policies are winning:  cruz   cruz  told fox business. our economy is booming, he added, noting that the u.s. rec"
9.56E+17,9.56E+17," rt @annabd20: trump economic policies are winning:  cruz   cruz  told fox business. our economy is booming, he added, noting that the u.s. rec"
366548389,366548389,"new orleans, la rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime"
1.03E+18,1.03E+18,united states rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
1174762118,1174762118," rt @annabd20: trump economic policies are winning:  cruz   cruz  told fox business. our economy is booming, he added, noting that the u.s. rec"
1.03E+18,1.03E+18," rt @joefaz: sen.  cruz   cruz  (r-tx) has pulled out of planned televised debate with his democratic challenger  beto   beto  

 cruz   cruz  just ha"
4228788018,4228788018,"mckenhausen rt @thenationsrage: .@ beto   beto   launched what he called the largest get-out-the-vote campaign in history, w/plans to contact 5.5 million"
7.13E+17,7.13E+17,"portland, or rt @elizabethjdias: 'i care as much about babies at the border as i do about babies in the womb.' some white evangelical women are breaking"
1681891254,1681891254,"portland, maine rt @joefaz: sen.  cruz   cruz  (r-tx) has pulled out of planned televised debate with his democratic challenger  beto   beto  

 cruz   cruz  just ha"
2236250568,2236250568, rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
1282025964,1282025964,seoul korea rt @elizabethjdias: 'i care as much about babies at the border as i do about babies in the womb.' some white evangelical women are breaking
51827732,51827732, rt @oosal:  cruz   cruz  chickens out of cnn town hall with  beto    beto   -- wholl appear on his own https://t.co/vzylydrwdn
52327909,52327909,texas rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
484309395,484309395,"murphy, tx  beto    beto   may benefit from an unlikely support group: white evangelical women https://t.co/v2hcmfkjvm"
1.00E+18,1.00E+18,united states rt @oosal:  cruz   cruz  chickens out of cnn town hall with  beto    beto   -- wholl appear on his own https://t.co/vzylydrwdn
4083484456,4083484456,"indiana, usa rt @lacerci65: we just missed her ... 
carpetbagging: eva longoria latest hollywood elite to endorse  beto   beto  https://t.co/oisq1ksq"
1229400356,1229400356,"ca-liberal hell rt @annabd20: trump economic policies are winning:  cruz   cruz  told fox business. our economy is booming, he added, noting that the u.s. rec"
3505560323,3505560323, rt @elizabethjdias: 'i care as much about babies at the border as i do about babies in the womb.' some white evangelical women are breaking
269992592,269992592,everywhere rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
35643145,35643145,utica ny rt @mariatweets3: i choose @  cruz   for #txsen because hes good 4 texas energy &amp; because @ beto   beto   wants me to pay 24 more cents per ga
8.83E+17,8.83E+17,"usa rt @gymcoachmac: lets go texas !! @  cruz   leads  beto  in recent polls. 

#choose cruz  #  cruz   #keeptexasred #voterednov62018 
# cruz tovicto"
414253976,414253976,usa rt @elizabethjdias: 'i care as much about babies at the border as i do about babies in the womb.' some white evangelical women are breaking
24692175,24692175,"asheville, north carolina  beto    beto   may benefit from an unlikely support group: white evangelical women   via @nytimes https://t.co/0rg0kcstqr"
1583684022,1583684022,texas gulf coast rt @  cruz  : i want to empower texas energy producers to create jobs and prosperity. my opponent wants you to pay 24 more cents per gallon
200964745,200964745," smalltown  , tx rt @elizabethjdias: 'i care as much about babies at the border as i do about babies in the womb.' some white evangelical women are breaking"
37254173,37254173, rt @elizabethjdias: 'i care as much about babies at the border as i do about babies in the womb.' some white evangelical women are breaking
3060448016,3060448016, rt @markyoungtruth: foreign meddling?  beto    beto   bus cruz  taking contributions from out of country: https://t.co/tdqcb5pqmi
15232635,15232635," bigcity  , tx  beto   beto  plans solo cnn town hall after  cruz   cruz  declines invite https://t.co/nfnehjpu5w https://t.co/xf127vkofl"
180169477,180169477," rt @nunez_anna: #evangelical women described # beto    beto   as providing a stark moral contrast to trump, whose policies &amp; behavior they se"
1072040334,1072040334,"tulsa, ok rt @brooklynnygirl:  cruz   cruz  just handed  beto   beto  a major advantage in their tight senate race for no apparent reason @alternet https:"
4842646876,4842646876,"by your side, at your service rt @annabd20: trump economic policies are winning:  cruz   cruz  told fox business. our economy is booming, he added, noting that the u.s. rec"
1261340502,1261340502, rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
264345563,264345563,"florida, usa rt @markyoungtruth: foreign meddling?  beto    beto   bus cruz  taking contributions from out of country: https://t.co/tdqcb5pqmi"
1529312899,1529312899," sen.  cruz   cruz  (r-tx) refused to participate in a cnn town hall with his democratic opponent, rep.  beto    beto   (d- https://t.co/x5xejf4oyo"
180169477,180169477," rt @ushasahay: interesting: ""ms. mooney and her friends may represent an under-the-radar web of white, evangelical women in texas whose vot"
1539498817,1539498817,arriving somewherebut not here rt @  cruz  : i want to empower texas energy producers to create jobs and prosperity. my opponent wants you to pay 24 more cents per gallon
8.17E+17,8.17E+17,"usa rt @realjameswoods: all the more reason to vote. crush  beto , unless you want more sheldon whitehouses and cory bookers.   #  cruz   #voter"
861561900,861561900,"texas, usa rt @annabd20: trump economic policies are winning:  cruz   cruz  told fox business. our economy is booming, he added, noting that the u.s. rec"
7.03E+17,7.03E+17,"florida, usa rt @elizabethjdias: @ beto   beto   is doing strategic, if limi cruz , outreach to white evangelicals, especially women. he will be on @jenhatmak"
274516610,274516610,new york rt @elizabethjdias: 'i care as much about babies at the border as i do about babies in the womb.' some white evangelical women are breaking
329051808,329051808, rt @os4185: hollywood actor kendrick sampson makes hateful anti-white comments at  beto   beto  rally https://t.co/tcf6yftaek via @gatewayp
8.63E+17,8.63E+17, rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
8.82E+17,8.82E+17,"iowa, usa rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime"
361994042,361994042,"las vegas, nv @sasquatch011 @nytnational i see what you are talking about now.  beto  reached out to literally the passenger that w https://t.co/qbrq7gejlk"
1174762118,1174762118, rt @markyoungtruth: foreign meddling?  beto    beto   bus cruz  taking contributions from out of country: https://t.co/tdqcb5pqmi
22963154,22963154, rt @alanakstewart: foreign meddling?  beto    beto   bus cruz  taking contributions from out of country: https://t.co/lrdhvcrxhm
7.58E+17,7.58E+17, rt @  cruz  : i want to empower texas energy producers to create jobs and prosperity. my opponent wants you to pay 24 more cents per gallon
7.03E+17,7.03E+17,"florida, usa rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime"
7.09E+17,7.09E+17,"north carolina, usa rt @os4185: hollywood actor kendrick sampson makes hateful anti-white comments at  beto   beto  rally https://t.co/tcf6yftaek via @gatewayp"
1057552106,1057552106,"florida, usa rt @nunez_anna: #evangelical women described # beto    beto   as providing a stark moral contrast to trump, whose policies &amp; behavior they se"
2705235103,2705235103,  beto    beto   may benefit from an unlikely support group: white evangelical women https://t.co/8i3qlw2hun
1.05E+18,1.05E+18,"los angeles, ca rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime"
2705235103,2705235103,  beto    beto   may benefit from an unlikely support group: white evangelical women https://t.co/ubph8pgcxy
9.59E+17,9.59E+17,"new south wales, australia rt @onahunttoday: @blk_hermione @slowpaddler @ beto   beto   @texas vote for  beto    beto  !"
32988755,32988755, i choose @  cruz   for #txsen because hes good for texas energy and because @ beto   beto   wants me to pay 24 more ce https://t.co/pab28380b3
545976640,545976640,"heath, texas rt @  cruz  : i want to empower texas energy producers to create jobs and prosperity. my opponent wants you to pay 24 more cents per gallon"
9.81E+17,9.81E+17,"usa rt @texastribune: .@evanasmith: ""you say 'hell yes, we're gonna roll back the tax cuts?'""

@ beto   beto  : ""doesn't have to go all the way ba"
3095803457,3095803457,cheesehead country rt @elizabethjdias: evangelical? in texas? jump in on the comments section here to share your thoughts --&gt; https://t.co/wxduuvtieu
17623661,17623661,"proud wife, mom & native texan rt @realjameswoods: all the more reason to vote. crush  beto , unless you want more sheldon whitehouses and cory bookers.   #  cruz   #voter"
602108872,602108872,"california, usa rt @elizabethjdias: 'i care as much about babies at the border as i do about babies in the womb.' some white evangelical women are breaking"
3095803457,3095803457,"cheesehead country rt @elizabethjdias: in a tossup senate race, even a small shift of support to @ beto   beto   could be a significant loss for @  cruz  , who ha"
51313477,51313477, rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
3095803457,3095803457,"cheesehead country rt @elizabethjdias: @ beto   beto   is doing strategic, if limi cruz , outreach to white evangelicals, especially women. he will be on @jenhatmak"
138875408,138875408,usa rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
23129882,23129882,canada rt @elizabethjdias: 'i care as much about babies at the border as i do about babies in the womb.' some white evangelical women are breaking
180243511,180243511,"peoplesrepublikoforegon, ussa rt @markyoungtruth: foreign meddling?  beto    beto   bus cruz  taking contributions from out of country: https://t.co/tdqcb5pqmi"
18627610,18627610,"los angeles, ca rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime"
2502079698,2502079698,"united states of america rt @arifleischer: this will be a one-day story, because  beto  is a democrat. if a republican wrote this in college, womens groups would pro"
8.06E+17,8.06E+17,"florida, usa rt @realdonaldrumpf: from #lying cruz  to #wimpy cruz : @  cruz   is running on the slogan ""tough as texas,"" but he's running scared from a #cnn d"
3095803457,3095803457,"cheesehead country rt @nunez_anna: #evangelical women described # beto    beto   as providing a stark moral contrast to trump, whose policies &amp; behavior they se"
3095803457,3095803457,"cheesehead country rt @ushasahay: interesting: ""ms. mooney and her friends may represent an under-the-radar web of white, evangelical women in texas whose vot"
3095803457,3095803457,cheesehead country rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
24784862,24784862,mississippi i choose @  cruz   for #txsen because hes good for texas energy and because @ beto   beto   wants me to pay 24 more ce https://t.co/pmfgsh8lbd
7.60E+17,7.60E+17," rt @annabd20: trump economic policies are winning:  cruz   cruz  told fox business. our economy is booming, he added, noting that the u.s. rec"
217758017,217758017,"london, england could be a trend: https://t.co/nucqmb9b6m"
8.23E+17,8.23E+17,mo rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
621620724,621620724,"i stand with trump! period rt @arifleischer: this will be a one-day story, because  beto  is a democrat. if a republican wrote this in college, womens groups would pro"
2838111848,2838111848, rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
18554585,18554585, carpetbagging: eva longoria latest hollywood elite to endorse  beto    beto   https://t.co/zmmblax8b7 via https://t.co/dgat7wjq0p
247048347,247048347,world   beto    beto   may benefit from an unlikely support group: white evangelical women https://t.co/dxvtb3bmmv
8.03E+17,8.03E+17,nashvegas rt @alanakstewart: foreign meddling?  beto    beto   bus cruz  taking contributions from out of country: https://t.co/lrdhvcrxhm
339667353,339667353,"london top 10 reasons to vote for  beto   beto :

1) hell evict @  cruz  

2) hell bring #uhc to texas

3) erm, thats it https://t.co/nb9rcsp4k3"
443158945,443158945, i choose @  cruz   for #txsen because hes good for texas energy and because @ beto   beto   wants me to pay 24 more ce https://t.co/ro8ipsiqgk
42660287,42660287,"new york city and philadelphia  cruz   cruz  declines, so challenger  beto    beto   gets an hour on national tv by himself https://t.co/zjo89gubpg"
7.87E+17,7.87E+17, rt @rawstory:  cruz   cruz  chickens out of cnn town hall with  beto    beto    wholl appear on his own https://t.co/symuhwsp2j
801050580,801050580,"coventry, ri usa rt @markyoungtruth: foreign meddling?  beto    beto   bus cruz  taking contributions from out of country: https://t.co/tdqcb5pqmi"
9.76E+17,9.76E+17,"california, usa- near russia rt @annabd20: trump economic policies are winning:  cruz   cruz  told fox business. our economy is booming, he added, noting that the u.s. rec"
343736801,343736801," rt @realjameswoods: all the more reason to vote. crush  beto , unless you want more sheldon whitehouses and cory bookers.   #  cruz   #voter"
262716289,262716289, rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
31516646,31516646," rt @duhgurlz:  cruz   cruz  is a lying, snivellin coward, who has now chickened out of debate. as a result, oct 18, #  beto   will have the stage"
788192497,788192497, rt @markyoungtruth: foreign meddling?  beto    beto   bus cruz  taking contributions from out of country: https://t.co/tdqcb5pqmi
9.83E+17,9.83E+17," rt @joefaz: sen.  cruz   cruz  (r-tx) has pulled out of planned televised debate with his democratic challenger  beto   beto  

 cruz   cruz  just ha"
164427428,164427428,"washington, dc rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime"
621620724,621620724,i stand with trump! period rt @  cruz  : i want to empower texas energy producers to create jobs and prosperity. my opponent wants you to pay 24 more cents per gallon
